Version,File Name,Size(LOC), LOC_Touched,NR,NAuth,LOC_Added,MAX_LOC_Added,AVG_LOC_Added,Churn,MAX_Churn,AVG_Churn,Buggy
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MSException.java,214,0,1,1,0,0,0,214,214,214,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/Value.java,154,0,1,1,0,0,0,154,154,154,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BKStats.java,248,0,2,2,0,0,0,248,236,124,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieClient.java,275,0,12,4,0,0,0,271,176,22,YES
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieProtocol.java,176,0,8,3,0,0,0,176,75,22,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java,624,0,30,4,0,0,0,619,206,20,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookkeeperInternalCallbacks.java,132,0,4,4,0,0,0,132,75,33,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/PerChannelBookieClient.java,727,0,26,4,0,0,0,709,571,27,YES
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/Auditor.java,503,0,4,1,0,0,0,503,234,125,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/AuditorElector.java,325,0,6,2,0,0,0,325,269,54,YES
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/AutoRecoveryMain.java,273,0,6,2,0,0,0,266,262,44,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/BookieLedgerIndexer.java,136,0,3,2,0,0,0,133,137,44,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationEnableCb.java,56,0,1,1,0,0,0,56,56,56,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationException.java,74,0,3,2,0,0,0,74,63,24,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationWorker.java,357,0,8,1,0,0,0,356,288,44,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/streaming/LedgerInputStream.java,174,0,3,2,0,0,0,174,173,58,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/streaming/LedgerOutputStream.java,148,0,3,2,0,0,0,148,147,49,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/BookKeeperConstants.java,45,0,2,1,0,0,0,45,45,22,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/DiskChecker.java,168,0,2,2,0,0,0,168,166,84,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/EntryFormatter.java,77,0,1,1,0,0,0,77,77,77,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/HardLink.java,665,0,2,1,0,0,0,665,665,332,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/IOUtils.java,88,0,2,2,0,0,0,88,55,44,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/LocalBookKeeper.java,260,0,12,4,0,0,0,259,208,21,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/SafeRunnable.java,39,0,3,2,0,0,0,39,38,13,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/SnapshotMap.java,131,0,1,1,0,0,0,131,131,131,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/StringEntryFormatter.java,47,0,1,1,0,0,0,47,47,47,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/StringUtils.java,129,0,5,4,0,0,0,104,69,20,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/Tool.java,43,0,1,1,0,0,0,43,43,43,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/ZkUtils.java,243,0,5,2,0,0,0,221,88,44,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/versioning/Version.java,62,0,2,1,0,0,0,62,32,31,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/versioning/Versioned.java,45,0,1,1,0,0,0,45,45,45,NO
4,bookkeeper-server/src/main/java/org/apache/bookkeeper/zookeeper/ZooKeeperWatcherBase.java,94,0,1,1,0,0,0,94,94,94,NO
4,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/BookieAccessor.java,35,0,1,1,0,0,0,35,35,35,NO
4,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/BookieInitializationTest.java,283,0,3,2,0,0,0,283,257,94,YES
4,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/BookieJournalTest.java,585,0,12,3,0,0,0,576,385,48,NO
4,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/CompactionTest.java,295,0,5,3,0,0,0,271,293,54,NO
4,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/CookieTest.java,355,0,5,3,0,0,0,355,298,71,NO
4,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/CreateNewLogTest.java,102,0,2,1,0,0,0,102,102,51,NO
4,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/IndexCorruptionTest.java,153,0,2,2,0,0,0,153,153,76,NO
4,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/LedgerCacheTest.java,378,0,9,3,0,0,0,377,126,41,YES
4,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/UpgradeTest.java,268,0,8,3,0,0,0,268,133,33,NO
4,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookieRecoveryTest.java,952,0,20,3,0,0,0,915,604,45,NO
4,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookieWriteLedgerTest.java,230,0,2,2,0,0,0,230,230,115,YES
4,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookKeeperTest.java,221,0,5,2,0,0,0,221,88,44,NO
4,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/BookKeeperTestClient.java,71,0,4,2,0,0,0,71,61,17,NO
4,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/ClientUtil.java,36,0,2,1,0,0,0,36,30,18,NO
4,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/LedgerHandleAdapter.java,32,0,1,1,0,0,0,32,32,32,NO
4,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/LedgerRecoveryTest.java,359,0,3,2,0,0,0,359,220,119,YES
4,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/RoundRobinDistributionScheduleTest.java,64,0,2,2,0,0,0,64,64,32,NO
4,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/SlowBookieTest.java,208,0,2,2,0,0,0,208,208,104,YES
4,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestFencing.java,408,0,10,3,0,0,0,408,343,40,NO
4,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestLedgerChecker.java,462,0,4,2,0,0,0,462,371,115,NO
4,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestLedgerFragmentReplication.java,340,0,5,2,0,0,0,340,188,68,NO
4,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestReadTimeout.java,100,0,5,3,0,0,0,99,100,19,YES
4,bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestSpeculativeRead.java,342,0,5,2,0,0,0,13,333,2,YES
4,bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/GcLedgersTest.java,178,0,7,3,0,0,0,178,167,25,YES
4,bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/LedgerManagerTestCase.java,88,0,3,2,0,0,0,77,66,25,YES
4,bookkeeper-server/src/test/java/org/apache/bookkeeper/meta/TestLedgerManager.java,325,0,6,2,0,0,0,325,261,54,NO
4,bookkeeper-server/src/test/java/org/apache/bookkeeper/metastore/MetastoreScannableTableAsyncToSyncConverter.java,59,0,1,1,0,0,0,59,59,59,NO
4,bookkeeper-server/src/test/java/org/apache/bookkeeper/metastore/MetastoreTableAsyncToSyncConverter.java,131,0,1,1,0,0,0,131,131,131,NO
4,bookkeeper-server/src/test/java/org/apache/bookkeeper/metastore/TestMetaStore.java,648,0,4,2,0,0,0,647,648,161,NO
4,bookkeeper-server/src/test/java/org/apache/bookkeeper/proto/TestBKStats.java,43,0,3,1,0,0,0,41,43,13,NO
4,bookkeeper-server/src/test/java/org/apache/bookkeeper/proto/TestPerChannelBookieClient.java,114,0,2,1,0,0,0,114,81,57,NO
4,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/AuditorBookieTest.java,309,0,6,2,0,0,0,303,272,50,NO
4,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/AuditorLedgerCheckerTest.java,389,0,7,2,0,0,0,381,349,54,NO
4,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/AuditorPeriodicCheckTest.java,273,0,2,2,0,0,0,270,273,135,NO
4,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/AutoRecoveryMainTest.java,69,0,1,1,0,0,0,69,69,69,NO
4,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/BookieAutoRecoveryTest.java,418,0,1,1,0,0,0,418,418,418,NO
4,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/BookieLedgerIndexTest.java,230,0,4,2,0,0,0,219,222,54,NO
4,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/ReplicationTestUtil.java,59,0,1,1,0,0,0,59,59,59,NO
4,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/TestAutoRecoveryAlongWithBookieServers.java,99,0,1,1,0,0,0,99,99,99,NO
4,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/TestLedgerUnderreplicationManager.java,762,0,12,3,0,0,0,752,349,62,NO
4,bookkeeper-server/src/test/java/org/apache/bookkeeper/replication/TestReplicationWorker.java,558,0,12,3,0,0,0,527,426,43,NO
4,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/AsyncLedgerOpsTest.java,258,0,6,3,0,0,0,258,256,43,NO
4,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieClientTest.java,243,0,9,3,0,0,0,243,232,27,NO
4,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieFailureTest.java,402,0,12,4,0,0,0,377,303,31,NO
4,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieJournalRollingTest.java,259,0,7,3,0,0,0,253,216,36,NO
4,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieReadWriteTest.java,1038,0,17,3,0,0,0,828,708,48,NO
4,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookieZKExpireTest.java,109,0,8,4,0,0,0,108,89,13,NO
4,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/BookKeeperClusterTestCase.java,551,0,17,3,0,0,0,543,334,31,NO
4,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/CloseTest.java,100,0,5,3,0,0,0,100,74,20,NO
4,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/ConcurrentLedgerTest.java,185,0,9,3,0,0,0,181,174,20,NO
4,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/ConditionalSetTest.java,118,0,4,2,0,0,0,118,116,29,NO
4,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/ConfigurationTest.java,67,0,3,2,0,0,0,67,55,22,NO
4,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/LedgerCreateDeleteTest.java,74,0,2,1,0,0,0,74,74,37,NO
4,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/LedgerDeleteTest.java,153,0,8,3,0,0,0,139,153,17,NO
4,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/ReadOnlyBookieTest.java,187,0,3,2,0,0,0,187,166,62,NO
4,bookkeeper-server/src/test/java/org/apache/bookkeeper/test/ZooKeeperUtil.java,147,0,8,2,0,0,0,122,108,15,NO
4,bookkeeper-server/src/test/java/org/apache/bookkeeper/util/TestDiskChecker.java,96,0,2,2,0,0,0,96,96,48,NO
4,bookkeeper-server/src/test/java/org/apache/bookkeeper/util/TestUtils.java,52,0,1,1,0,0,0,52,52,52,NO
5,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchBookie.java,215,0,3,1,0,0,0,215,177,71,NO
5,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchReadThroughputLatency.java,273,6,3,2,2,4,0,273,260,91,YES
5,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchThroughputLatency.java,460,8,7,4,2,5,0,456,421,65,YES
5,bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/TestClient.java,358,3,9,5,1,2,1,338,249,37,NO
5,bookkeeper-benchmark/src/test/java/org/apache/bookkeeper/benchmark/TestBenchmark.java,163,0,6,2,0,0,0,110,158,18,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java,1248,12,53,5,6,8,0,795,522,15,YES
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieException.java,157,5,7,5,3,4,0,157,81,22,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BookieShell.java,981,55,6,4,53,54,0,976,679,162,YES
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/BufferedChannel.java,180,0,4,2,0,0,0,180,168,45,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Cookie.java,262,14,6,3,2,8,0,262,195,43,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java,553,8,28,5,2,5,0,373,447,13,YES
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ExitCode.java,40,0,1,1,0,0,0,40,40,40,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java,369,10,14,5,8,6,0,369,124,26,YES
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileSystemUpgrade.java,390,4,7,4,2,3,0,390,211,55,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollector.java,51,0,1,1,0,0,0,51,51,51,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/GarbageCollectorThread.java,577,0,14,3,0,0,0,557,368,39,YES
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/HandleFactory.java,32,0,1,1,0,0,0,32,32,32,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/HandleFactoryImpl.java,66,0,2,1,0,0,0,63,66,31,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/InterleavedLedgerStorage.java,188,2,13,3,0,1,0,168,181,12,YES
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Journal.java,582,0,9,3,0,0,0,576,544,64,YES
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/JournalChannel.java,160,4,5,2,2,3,0,160,157,32,YES
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCache.java,50,0,16,4,0,0,0,-495,533,-31,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerCacheImpl.java,923,35,19,4,7,11,0,906,707,47,YES
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptor.java,62,0,11,3,0,0,0,-61,100,-6,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptorImpl.java,87,0,3,1,0,0,0,61,88,20,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDescriptorReadOnlyImpl.java,52,0,3,1,0,0,0,51,52,17,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerDirsManager.java,268,0,3,2,0,0,0,268,240,89,YES
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerEntryPage.java,163,0,5,3,0,0,0,163,151,32,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LedgerStorage.java,109,0,2,1,0,0,0,109,91,54,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ReadOnlyEntryLogger.java,58,0,2,1,0,0,0,58,58,29,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ReadOnlyFileInfo.java,44,0,1,1,0,0,0,44,44,44,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/ScanAndCompareGarbageCollector.java,108,0,1,1,0,0,0,108,108,108,YES
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/AsyncCallback.java,139,0,6,3,0,0,0,137,124,22,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BKException.java,326,0,9,3,0,0,0,326,249,36,YES
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookieWatcher.java,319,7,12,5,5,5,0,317,202,26,YES
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeper.java,648,0,25,4,0,0,0,588,405,23,YES
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java,792,20,25,4,14,12,0,539,637,21,YES
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DistributionSchedule.java,90,0,6,3,0,0,0,90,61,15,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerChecker.java,273,0,4,1,0,0,0,269,271,67,YES
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerCreateOp.java,137,0,14,4,0,0,0,102,155,7,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerDeleteOp.java,79,0,7,4,0,0,0,75,76,10,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerEntry.java,82,0,4,3,0,0,0,80,81,20,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragment.java,147,0,5,2,0,0,0,147,112,29,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerFragmentReplicator.java,422,0,4,1,0,0,0,422,298,105,YES
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java,979,9,34,5,1,5,1,919,545,27,YES
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerOpenOp.java,189,0,13,4,0,0,0,167,139,12,YES
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerRecoveryOp.java,167,58,15,4,14,36,0,121,132,8,YES
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingAddOp.java,182,0,11,4,0,0,0,161,123,14,YES
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingReadOp.java,361,37,20,4,3,20,0,233,165,11,YES
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadLastConfirmedOp.java,126,0,14,3,0,0,0,123,99,8,YES
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadOnlyLedgerHandle.java,106,0,4,2,0,0,0,106,78,26,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/RoundRobinDistributionSchedule.java,109,0,5,3,0,0,0,109,87,21,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/SyncCounter.java,85,0,2,2,0,0,0,85,85,42,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/AbstractConfiguration.java,236,0,9,3,0,0,0,232,60,25,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ClientConfiguration.java,315,7,13,4,1,3,2,279,180,21,YES
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/ServerConfiguration.java,695,21,20,4,3,5,1,688,372,34,YES
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/AbstractZkLedgerManager.java,301,2,14,3,0,1,0,193,243,13,YES
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManager.java,153,0,8,3,0,0,0,104,172,13,YES
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/FlatLedgerManagerFactory.java,92,0,4,2,0,0,0,87,67,21,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java,466,2,11,3,0,1,0,403,498,36,YES
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManagerFactory.java,93,0,4,2,0,0,0,88,67,22,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerLayout.java,244,0,7,3,0,0,0,233,198,33,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManager.java,192,0,4,2,0,0,0,147,99,36,YES
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManagerFactory.java,252,10,7,2,2,6,0,244,101,34,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerUnderreplicationManager.java,109,0,3,1,0,0,0,109,64,36,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/MSLedgerManagerFactory.java,601,0,2,2,0,0,0,511,601,255,YES
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/ZkLedgerUnderreplicationManager.java,565,2,14,4,0,1,0,564,393,40,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/InMemoryMetaStore.java,77,0,1,1,0,0,0,77,77,77,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/InMemoryMetastoreCursor.java,94,0,1,1,0,0,0,94,94,94,YES
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/InMemoryMetastoreTable.java,337,0,1,1,0,0,0,337,337,337,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetaStore.java,79,0,1,1,0,0,0,79,79,79,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreCallback.java,25,0,1,1,0,0,0,25,25,25,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreCursor.java,84,0,1,1,0,0,0,84,84,84,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreException.java,34,0,1,1,0,0,0,34,34,34,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreFactory.java,33,0,1,1,0,0,0,33,33,33,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreScannableTable.java,104,0,1,1,0,0,0,104,104,104,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreTable.java,172,0,1,1,0,0,0,172,172,172,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreTableItem.java,70,0,1,1,0,0,0,70,70,70,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MetastoreUtils.java,140,0,1,1,0,0,0,140,140,140,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/MSException.java,214,0,1,1,0,0,0,214,214,214,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/metastore/Value.java,156,4,2,2,2,3,0,156,154,78,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BKStats.java,248,0,2,2,0,0,0,248,236,124,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieClient.java,277,4,13,5,2,3,0,273,176,21,YES
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieNettyServer.java,189,193,2,2,189,189,0,189,189,94,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieProtocol.java,346,204,10,4,170,158,0,346,158,34,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieProtoEncoding.java,194,212,2,2,194,118,0,194,118,97,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieRequestHandler.java,304,308,2,2,304,303,0,304,303,152,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieServer.java,356,298,32,5,5,10,0,78,206,2,YES
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookkeeperInternalCallbacks.java,132,0,4,4,0,0,0,132,75,33,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/PerChannelBookieClient.java,691,196,29,5,0,79,0,637,571,21,YES
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/ResponseBuilder.java,47,57,2,2,47,40,0,47,40,23,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/Auditor.java,510,9,6,2,7,6,0,510,234,85,YES
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/AuditorElector.java,328,3,7,3,3,3,0,328,269,46,YES
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/AutoRecoveryMain.java,273,0,6,2,0,0,0,266,262,44,YES
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/BookieLedgerIndexer.java,136,0,3,2,0,0,0,133,137,44,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationEnableCb.java,56,0,1,1,0,0,0,56,56,56,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationException.java,74,0,3,2,0,0,0,74,63,24,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/replication/ReplicationWorker.java,359,2,9,2,2,2,0,358,288,39,YES
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/streaming/LedgerInputStream.java,174,0,3,2,0,0,0,174,173,58,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/streaming/LedgerOutputStream.java,148,0,3,2,0,0,0,148,147,49,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/BookKeeperConstants.java,45,0,2,1,0,0,0,45,45,22,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/DiskChecker.java,168,0,2,2,0,0,0,168,166,84,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/EntryFormatter.java,77,0,1,1,0,0,0,77,77,77,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/HardLink.java,667,16,3,2,2,9,0,667,665,222,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/IOUtils.java,88,0,2,2,0,0,0,88,55,44,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/LocalBookKeeper.java,262,6,13,5,2,4,0,261,208,20,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/SafeRunnable.java,39,0,3,2,0,0,0,39,38,13,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/SnapshotMap.java,131,0,1,1,0,0,0,131,131,131,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/StringEntryFormatter.java,47,0,1,1,0,0,0,47,47,47,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/StringUtils.java,129,0,5,4,0,0,0,104,69,20,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/Tool.java,43,0,1,1,0,0,0,43,43,43,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/util/ZkUtils.java,243,0,5,2,0,0,0,221,88,44,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/versioning/Version.java,62,0,2,1,0,0,0,62,32,31,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/versioning/Versioned.java,45,0,1,1,0,0,0,45,45,45,NO
5,bookkeeper-server/src/main/java/org/apache/bookkeeper/zookeeper/ZooKeeperWatcherBase.java,97,3,2,2,3,3,0,97,94,48,NO
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/BookieAccessor.java,35,0,1,1,0,0,0,35,35,35,NO
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/BookieInitializationTest.java,286,9,4,2,3,6,0,286,257,71,YES
5,bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/BookieJournalTest.java,585,0,12,3,0,0,0,576,385,48,NO
